MFO;SNAME;NAME;IKOD;ADRESS;TELEFON
380612;"АТ ""ЗЛАТОБАНК""";"АТ ""ЗЛАТОБАНК""";35894495;м.Київ вул. Б. Хмельницького, 17/52;
380634;"ПуАТ ""КБ ""Акордбанк""";"ПуАТ ""КБ ""Акордбанк""";35960913;м.Київ вул.Стеценко, буд. 6;
380645;"ПАТ ""БАНК 3/4""";"ПАТ ""БАНК 3/4""";36002395;м.Київ вул.Фрунзе, 25;364-98-00
380656;"ДК Ф ПАТ ""Західінкомбанк""";"Д.Київська Ф. ПАТ ""Західінкомбанк""";36699134;м.Київ вул. Смоленська, 31-33 (літера Б);585-56-50
380667;"АТ ""ЕРДЕ БАНК""";"АТ ""ЕРДЕ БАНК""";34817907;м.Київ вул. П.Сагайдачного/Ігорівська, буд.10/5 літ. А;
380689;"ПАТ ""Д-М Банк""";"ПАТ ""Д-М Банк""";36301800;м.Київ проспект Гагаріна Юрія, 17в;
380690;"ПАТ КБ ""СТАНДАРТ""";"ПАТ КБ ""СТАНДАРТ""";36335426;м.Київ вул. Почайнинська, 45;
380708;"ПАТ ""АВАНТ-БАНК""";"ПАТ ""АВАНТ-БАНК""";36406512;м.Київ вулиця Івана Клименка, будинок 23;
380719;"ПАТ ""ВБР""";"ПАТ ""ВБР""";36470620;м.Київ вул. Чорновола В`ячеслава, буд.25;
380720;"ПАТ ""АПЕКС - БАНК""";"ПАТ ""АПЕКС - БАНК""";36482677;м.Київ вул. Печерська, буд. 2/16;
380731;"ПАТ ""Дойче Банк ДБУ""";"ПАТ ""Дойче Банк ДБУ""";36520434;м.Київ вул. Лаврська, буд. 20;
380742;"ПАТ КБ ""Центр""";"ПАТ КБ ""Центр""";37119553;м.Київ проспект Науки, 54б(п.адр.02002,вул.Р.Окіпної,8-а);
380764;"ПАТ ""КБ ""Надра""";"ПАТ ""КБ ""Надра""";20025456;м.Київ вул. Артема, буд.15;
380775;"Ф""КИЇВСІТІ""ПАТ КБ""ПРИВАТБ""";"Ф-Я""КИЇВСІТІ""ПАТ КБ""ПРИВАТБАНК"",М.КИЇВ";14360570;м.Київ вул. Фрунзе, 104-А, 49094, м. Дніпропетровськ, вул;390-52-10
380786;ПАТ БАНК РИНКОВІ ТЕХНОЛОГІЇ;ПАТ БАНК РИНКОВІ ТЕХНОЛОГІЇ;37176171;"м.Київ вул. Лук`янівська, будинок 1 (літера ""А"")";230-04-43
380797;"ПАТ""СЕБ КОРПОРАТИВНИЙ БАНК""";"ПАТ""СЕБ КОРПОРАТИВНИЙ БАНК""";37515069;м.Київ вул. Михайлівська, 7;
380805;"АТ ""Райффайзен Банк Аваль""";"АТ ""РАЙФФАЙЗЕН БАНК АВАЛЬ"" У М. КИЄВІ";14305909;м.Київ вул. Лєскова, 9;4908803
380816;"ПАТ ""БАНК СІЧ""";"ПАТ ""БАНК СІЧ""";37716841;м.Київ вул. Володимирська, б. 63;-
380827;"ПАТ ""ДІВІ БАНК""";"ПАТ ""ДІВІ БАНК""";37572263;м.Київ вул. Ігорівська/Набережно-Хрещатицька, 13/5 (літ.;-
380838;"ПАТКБ ""ПРАВЕКС-БАНК"" м.Київ";"ПАТКБ ""ПРАВЕКС-БАНК"" м. Київ";14360920;м.Київ вул. Кловський узвіз, 9/2;5739276
380849;ТОВ Фінансова установа ГГЛА;ТОВ Фінансова установа ГГЛА;37002155;м.Київ пров. Музейний, 2-б, оф. 7-8;27-999-72
380850;"ТОВ ""ФІН.КОМ. АБСОЛЮТ ФІН.""";"ТОВ ""ФІН.КОМ. АБСОЛЮТ ФІН.""";36060724;м.Київ вул. Червоноармійська, 46, офіс 1;504-8787
380861;"ПАТ ""БАНК ""СОФІЙСЬКИЙ""";"ПАТ ""БАНК ""СОФІЙСЬКИЙ""";38061253;м.Київ Повітрофлотський проспект, 54;-
380883;Укр.банк реконстр.та розв.;Укр.банк реконстр.та розв.;26520688;м.Київ вул. Олексія Терьохіна, 4;
380913;"АТ ""БМ Банк""";"АТ ""БМ Банк""";33881201;м.Київ бульвар Тараса Шевченка, буд. 37/122;
380980;"ПАТ КБ ""Даніель""";"ПАТ""КОМЕРЦІЙНИЙ БАНК""ДАНІЕЛЬ""";26475516;м.Київ вул.Саксаганського, буд.№3, літ.А;
380991;"ТОВ ""ФК ""Вікторія""";"ТОВ ""Фінансова компанія ""Вікторія""";34727227;м.Київ вул. Краківська,7,бокс 27-Б;5585885
383017;Перша ФПрАТ УФГ м.Кіровогр.;"Перша філія ПрАТ ""УФГ"" у м.Кіровоград";26240888;м.Кіровоград вул. Гоголя, 91/46;0
383028;ФПрАТ УФГ у м.Світловодськ;"Філія ПрАТ ""УФГ"" у м.Світловодськ";26240836;м.Світловодськ вул. Леніна, 108;0
383039;Кіровоград. обл. ФПрАТ УФГ;Кіровоградська обласна філія ПрАТ УФГ;26240836;м.Кіровоград вул. Шевченка, 26;0
383040;"Кір.Ф ПАТ ""Західінкомбанк""";"Кіровоград.Ф. ПАТ ""Західінкомбанк""";36699197;м.Кіровоград вул. Шевченка, 29/29;36-11-89
383170;"Філія  АБ ""Південний""";"ФІЛІЯ  АБ ""ПІВДЕННИЙ"", М.КІРОВОГРАД";34736645;м.Кіровоград провулок Фортечний, 19-А;366161
384436;"КРИМ.РУ ПАТ КБ ""ПРИВАТБАНК""";"КРИМ.РУПАТКБ""ПРИВАТБАНК"",М.СІМФЕРОПОЛЬ";22261801;м.Сімферополь вул. Героїв Аджимушкая, буд. 1, 49094, м.Дніпропет;52-82-33
384492;"Друга Севастоп. ФПрАТ ""УФГ""";"Друга Севастопольська філія ПрАТ ""УФГ""";25133512;м.Севастополь вул. Батумська, 34;0
384511;"Перша Севастопол. ФАТ ""УФГ""";"ПЕРША  СЕВАСТОПОЛЬСЬКА ФАТ ""УФГ""";25875722;м.Севастополь вул. Генерала Петрова, 4;
384522;"ФАБ ""ПІВДЕННИЙ"" в м. Ялта";"ФІЛІЯ АБ ""ПІВДЕННИЙ"" В М. ЯЛТА";24409917;м.Ялта вул. Гоголя, 24;271852
384533;"ФАТ ""УФГ"", м.Сімферополь";"ФАТ ""УФГ"", У М.СІМФЕРОПОЛЬ";25134227;м.Сімферополь вул. Ракетна, 10;
384577;"ПАТ ""ЧБРР""";"ПАТ ""ЧБРР""";20929956;м.Сімферополь вул. Більшовицька, 24;8-0652
384652;"ФАБ ""ПІВДЕННИЙ"",Сімферополь";"ФІЛІЯ АБ ""ПІВДЕННИЙ"" М.СІМФЕРОПОЛЬ";26179048;м.Сімферополь вул. Севастопольська, 13;583200
384674;"Кримська філія АБ ""Експр-Б""";"КРИМ.Ф-Я АБ""ЕКСПРЕС-БАНК""М.СІМФЕРОПОЛЬ";26225162;м.Сімферополь бул.Леніна, 15/1;51-23-75
384760;"Кримська філія ПрАТ ""УФГ""";"Кримська філія ПрАТ ""УФГ""";26330841;м.Сімферополь вул. Олександра Невського, 7, к. 125;0
384782;"Сімфероп. ФПАТ""Укрінбанк""";"СІМФЕРОП.ФПАТ""УКРІНБАНК"" М.СІМФЕРОПОЛЬ";26401788;м.Сімферополь вул. Стахановців, 2Б;248612
384812;"Севаст.Ф. АТ ""Б.""Ф.та Кр.""";"СЕВАСТ Ф АТ ""Б""ФІН ТА КР"" М.СЕВАСТОП";26496659;м.Севастополь вул. Очаківців, 36;47-36-75
384889;"Ф""КРУ""АТ""Б""Фінанси та Кред";"Ф КРУ АТ""Б""ФІНАНСИ ТА КРЕДИТ М.СІМФЕ";26537861;м.Сімферополь пров. Піонерський, 3;25-55-83
384919;"ФАБ ""ПІВДЕННИЙ"" В М.СЕВАСТ.";"ФІЛІЯ АБ ""ПІВДЕННИЙ"" В М.СЕВАСТОПОЛЬ";33506595;м.Севастополь пр. Генерала Острякова, 128;454520
384920;"Ф""КР.Д"" АБ""КЛІРИНГОВИЙ ДІМ""";"Ф""КРИМ.ДИР.""АБ""КЛІРИНГОВИЙ ДІМ"" М.СИМФ";33494260;м.Сімферополь провулок Г.Аджимушкая, буд.6/13;603016
384986;"Ф-я ""Укрексімбанк"",Севастоп";"Ф-Я АТ ""УКРЕКСІМБАНК"", СЕВАСТОПОЛЬ";25750392;м.Севастополь пр. Нахімова, 15;55-55-30
385004;"РФ АТ ""УФГ"" м.Жидачів";"РЕГІОНАЛЬНА ФІЛІЯ АТ ""УФГ"" М.ЖИДАЧІВ";25254629;м.Жидачів пл.Свободи, 8;
385305;"Львів.ФПАТ ""Кредитпромбанк""";"ФІЛІЯ ПАТ ""КРЕДИТПРОМБАНК"",М.ЛЬВІВ";25250904;м.Львів вул. Левицького, буд. 55-А;294-97-41
385338;Перша ФПрАТ УФГ у м.Львів;"Перша філія ПрАТ ""УФГ"" у м.Львів";25262675;м.Львів вул. Котлярська, 2/2;0
385349;Друга ФПрАТ УФГ у м.Львів;"Друга філія ПрАТ ""УФГ"" у м.Львів";26144765;м.Львів вул. Любінська, 104;0
385383;"ФАТ ""УФГ"", м.Львів";"ФАТ ""УФГ"" У М.ЛЬВІВ";25238027;м.Львів пл. Григоренка, 5;
385480;"ЛФ ПАТ ""Західінкомбанк""";"Львівська філія ПАТ ""Західінкомбанк""";36699349;м.Львів вул. Богдана Хмельницького, 228;245-94-65
385491;"ФАТ""ІМЕКСБАНК"" у м. Львові";"філія АТ ""ІМЕКСБАНК"" у м. Львові";33080863;м.Львів вул. С. Томашівського, 7;2976330
385532;"ФАБ ""Південний"" у м.Львів";"ФІЛІЯ АБ ""ПІВДЕННИЙ"" У М.ЛЬВІВ";34507427;м.Львів вул.Генерала Чупринки,11;2989201
385543;"ЛВФ ПАТ ""Банк""КиївськаРусь""";"ЛЬВІВСЬФПАТ""БАНК""КИЇВСЬКА РУСЬ""М.ЛЬВІВ";35364697;м.Львів вул. Героїв УПА, буд. 77;37-55-12
385918;Філія ПрАТ УФГ у м.Дрогобич;"Філія ПрАТ ""УФГ"" у м.Дрогобич";26269231;м.Дрогобич вул. Шолом Алейхема,1;0
386155;Перша ФПрАТ УФГ у м.Микол.;"Перша філія ПрАТ ""УФГ"" у м.Миколаїв";25937104;м.Миколаїв пр. Леніна, 22/2;0
388294;Приморська ФАТ УФГ, м.Одеса;"ПРИМОРСЬКА ФАТ ""УФГ"", М.ОДЕСА";26343938;м.Одеса пров. Нахімова, 4;0
388487;"ОдеськаФПАТ""Кредитпромбанк""";"ФІЛІЯ ПАТ""КРЕДИТПРОМБАНК"",М.ОДЕСА";33301609;м.Одеса просп. Шевченка, 12, корпус 1;33-19-99
388540;"Одеська філія ПрАТ ""УФГ""";"Одеська філія ПрАТ ""УФГ""";35677680;м.Одеса вул. Армійська, буд.23;-
388551;"ЦентральнаФіліяПАТ""МАРФІНБА";"ЦентральнаФіліяПАТ""МАРФІНБАНК""";37109524;м.Одеса Польський узвіз, будинок 11;301-500
388562;"Чорн Ф ПАТ""Б.""КиївськаРусь""";"ЧОРН ФПАТ""Б""КИЇВСЬКА РУСЬ""М.ІЛЛІЧІВСЬК";37332756;м.Іллічівськ вул. Леніна, буд. 28-Б/1;6-42-52
388584;"ФАТ ""ІМЕКСБАНК"" у м. Одеса";"ФАТ ""ІМЕКСБАНК"" у  м. Одеса";33658252;м.Одеса проспект Шевченка, 8А;392979
388614;Одеська рег. філія ПрАТ УФГ;"Одеська регіональна філія ПрАТ ""УФГ""";36530039;м.Одеса пров. Нечипуренко, буд. 13, кв. 15;777-33-15
394545;"Донец.Ф.ВАТ""ВІЕЙБІБАНК""";"ДОНЕЦЬКА ФІЛІЯВАТ""ВІЕЙБІБАНК""М.ДОНЕЦЬК";33350703;м.Донецьк вул. Жмури, 1;340-19-60
394589;"Донецька філія ПАТ ""ЄБРФ""";"ДОНЕЦЬКА ФІЛІЯ ПАТ ""ЄБРФ"", М.ДОНЕЦЬК";33554041;м.Донецьк пр. Титова, 8-б;332-24-55
397003;"Ф АТ""Укрексімбанк"" СУМИ";"Ф-Я АТ ""УКРЕКСІМБАНК"", СУМИ";35289950;м.Суми пл.Незалежності,1;60-83-26
397133;"ПАТ АБ ""СТОЛИЧНИЙ""";"ПАТ АБ ""СТОЛИЧНИЙ""";20028816;м.Суми вул. Харківська, буд. 1;
398002;Тернопільска філія ПрАТ УФГ;"Тернопільска філія ПрАТ ""УФГ""";25343920;м.Чортків вул. С.Бандери, 9/2;0
398110;Перша ФПрАТ УФГ м.Тернопіль;"Перша філія ПрАТ ""УФГ"" у м.Тернопіль";25935826;м.Тернопіль вул. Сагайдачного, 2;0
398154;"Друга ФАТ ""УФГ"" в м.Терноп.";"ДРУГА ФІЛІЯ АТ ""УФГ"" В М.ТЕРНОПІЛЬ";26198152;м.Тернопіль вул. Патріарха Мстислава, 1;
398206;"ТФ ПАТ ""Західінкомбанк""";"Тернопільська Ф. ПАТ ""Західінкомбанк""";36699160;м.Тернопіль вулиця Соломії Крушельницької,18;(0352) 47-60-60
399012;Державна скарбниця;ДЕРЖАВНА СКАРБНИЦЯ УКРАЇНИ;21667056;м.Київ ;
399023;Центральна РП НБУ;ЦЕНТРАЛЬНА РОЗРАХУНКОВА ПАЛАТА НБУ;21684221;м.Київ пр-т Науки, 7;
399045;Банкнотно-монетний двір;БАНКНОТНО-МОНЕТНИЙ ДВІР;21575489;м.Київ ;
399056;Фабрика банкнотного паперу;ФАБРИКА БАНКНОТНОГО ПАПЕРУ;22058017;м.Малин ;
399067;Львів.інстит.БС УБС(м.Київ);ЛЬВІВС.ІНСТИТ.БАНК.СПРАВИ УБС (М.КИЇВ);34482083;м.Львів пр-т Шевченка, 9;
399078;Харків.ін-т банк.справи УБС;ХАРКІВ.ІН-Т БАНК.СПРАВИ УБС НБУ,;34818722;м.Харків проспект Перемоги, 55;
399089;Черк.інстит.банк.справи УБС;ЧЕРКАСЬКИЙ ІНСТИТУТ БАНКІВСЬКОЇ СПРАВИ;34818759;м.Черкаси вул. Енгельса, 164;
399090;Виробничо-ремонтний комп.НБ;ВИРОБНИЧО-РЕМОНТНИЙ КОМПЛЕКС НБУ;;м.Київ ;
399108;"ДВНЗ ""УКР.АКАДЕМІЯ БС НБУ""";"ДВНЗ ""УКР.АКАДЕМІЯ БАНКІВ.СПРАВИ НБУ""";23635020;м.Суми вул.Петропавлівська, 57;
399119;Центральний апарат НБУ;ЦЕНТРАЛЬНИЙ АПАРАТ НБУ;;м.Київ ;
399120;"Ауд.Ф""ПрайсвотерхаусКуперс""";"АУДИТОР. ФІРМА ""ПРАЙСВОТЕРХАУСКУПЕРС""";;м.Київ ;
399131;ГУП НБУ;ГРУПА УПРАВЛІННЯ ПРОЕКТАМИ НБУ;;м.Київ ;
399142;СЕВАСТОП.ІН-Т.БС УАБС  НБУ;СЕВАСТОП.ІНСТИТ.БАНК.СПРАВИ УАБС НБУ;36707616;м.Севастополь вул. Паркова, 6;539633
399261;ГУ ГЗ НБУ;ГУ ГЗ НБУ;26254962;м.Київ Інститутська, 9;0
399391;УНІВЕРСИТЕТ БС НБУ м.КИЇВ;УНІВЕРСИТЕТ БАНКІВ.СПРАВИ НБУ, М.КИЇВ;;м.Київ вул.Андріївська, 1;462-5341
600002;"Від.№2 АКІБ""УкрСиббанк""";"ВІДДІЛЕННЯ N2 АКІБ ""УКРСИББАНК""";;м.Києв м. Києв, вул. Братська, 7/11;4619321
600013;"Від.№16 АКІБ""УкрСиббанк""";"В.N16 АКІБ ""УКРСИББАНК"" У М.КИЄВІ";;м.Києв бул.Русанівський, 2/8;5555878
600024;"Від.№18 ЗАТ ""ХК БАНК""";"В.N18 ЗАТ ""ХК БАНК"" М.КИЄВ";;м.Києв 03035, м. Києв, вул. Урицького, 35-а;501-97-51
600035;"Від.№126 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N126 АКІБ ""УКРСИББАНК""";;м.Києв пр. Василя Порика, 7-Б (літера А).;5020698
600046;"Від.№287 АКІБ""УкрСиббанк""";"ВІД.N287 АКІБ ""УКРСИББАНК""";;м.Києв вул. Срібнокільська, 14-а, кв.№1;
600057;"Від.№175 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N175 АКІБ ""УКРСИББАНК""";;м.Києв вул. Головка Андрія, 12;50231106
600068;"Від.№ 127 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N127 АКІБ ""УКРСИББАНК""";;м.Києв вул.Горького, 140.;5211941
600079;"Від.№141 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N141 АКІБ ""УКРСИББАНК""";;м.Києв вул. Дегтярівська, 32;4830748
600080;"Від.№ 125 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N125 АКІБ ""УКРСИББАНК""";;м.Києв вул. Васильківська, 2;2579586
600091;"Від.№154 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N154 АКІБ ""УКРСИББАНК""";;м.Києв вул. Дніпровська Набережна, 16;57367
600109;"Від.№229 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N229 АКІБ ""УКРСИББАНК""";;м.Києв вул. Довженка, 10;455128
600110;"Від.№290 АКІБ ""УкрСиббанк""";"ВІД.N290 АКІБ ""УКРСИББАНК""";;м.Києв пр. Перемоги, 71/2, кв.№1, №2;4492133
600121;"Від.№291 АКІБ ""УкрСиббанк""";"ВІД.N291 АКІБ ""УКРСИББАНК""";;м.Києв вул. Урицького, 30, кв.№5;245552
600132;"Від.№21 АКІБ""УкрСиббанк""";"В.N21 АКІБ ""УКРСИББАНК"" У М.КИЄВІ";;м.Києв м. Києв, вул.Магнітогорська, 1а;4618830
600143;"Від.№120 АКІБ""УкрСиббанк""";"ВІД.N120 АКІБ ""УКРСИББАНК""";;м.Києв вул.Шота Руставелі, 40;
600154;"Від.№343 АКІБ ""УкрСиббанк""";"ВІД.N343 АКІБ ""УКРСИББАНК""";;м.Києв вул. Миропільська, 39;5440062
600165;"Від.№139 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ № 139 АКІБ ""УКРСИББАНК""";;м.Києв вул.Горького, 97;5298382
600176;"Від.№500 АКІБ ""УкрСиббанк""";"ВІД.N500 АКІБ ""УКРСИББАНК""";;м.Києв вул. Андрієвська, буд. 2/12;
600187;"Від.№359 АКІБ ""УкрСиббанк""";"ВІД.N359 АКІБ ""УКРСИББАНК""";;м.Києв вул. Окіпноє Раєси, 4а;5695970
600198;"Від.№ 128 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N128 АКІБ ""УКРСИББАНК""";;м.Києв вул.Братиславська,7-А;5190612
600206;"Від.№512 АКІБ ""УкрСиббанк""";"ВІД.N512 АКІБ ""УКРСИББАНК""";;м.Києв вул. Велика Житомирська,18А;2722599
600217;"Від.№533 АКІБ ""УкрСиббанк""";"ВІД.N533 АКІБ ""УКРСИББАНК""";;м.Києв вулиця Ахматовоє Анни, будинок №31;5756182
600228;"Від.№140 АКІБ ""УкрСиббанк""";"ВІДДІЛЕННЯ N140 АКІБ ""УКРСИББАНК""";;м.Києв бульвар Дружби Народів13, кв.№1;5295221
600239;"Від.№342 АКІБ""УкрСиббанк""";"ВІД.N342 АКІБ""УКРСИББАНК""";;м.Києв вул.Автозаводська, буд.99/4, приміщення №186;4268647
600240;"Від.№341 АКІБ ""УкрСиббанк""";"ВІД.N341 АКІБ ""УКРСИББАНК""";;м.Києв вул. Борщагівська, 145;2416571
600251;"Від.№490 АКІБ ""УкрСиббанк""";"ВІД.N490 АКІБ ""УКРСИББАНК""";;м.Києв вул.Празька, 24;2965296
600262;"Від.№616 АКІБ ""УкрСиббанк""";"ВІД.N616 АКІБ ""УКРСИББАНК""";;м.Києв проспект Науки, будинок №94/5, приміщеня №68;5270383
600273;"Від.№288 АКІБ ""УкрСиббанк""";"ВІД.N288 АКІБ ""УКРСИББАНК""";;м.Києв пр. Повітрофлотський, 3, кв.№3, №4;5200549
600284;"Від.№519 АКІБ ""УкрСиббанк""";"ВІД.N519 АКІБ ""УКРСИББАНК""";;м.Києв вул.Радужна, 4 кв.2;542298
600295;"Від.№344 АКІБ ""УкрСиббанк""";"ВІД.N344 АКІБ ""УКРСИББАНК""";;м.Києв вул. Мишуги Олександра, 9а;5014889
600303;"Від.№514 АКІБ ""УкрСиббанк""";"ВІД.N514 АКІБ ""УКРСИББАНК""";;м.Києв вул.Курнатовського, 15;5423683
600314;"Від.№551 АКІБ ""УкрСиббанк""";"ВІД.N551 АКІБ ""УКРСИББАНК""";;м.Києв Харківське шосе, 56;5016844
600325;"Від.№424 АКІБ ""УкрСиббанк""";"В.N424 АКІБ ""УКРСИББАНК""";;м.Києв вул. Леніна, 59,кв. №24;5761437
600336;"Від.№629 АКІБ ""УкрСиббанк""";"ВІД.N629 АКІБ ""УКРСИББАНК""";;м.Києв бульвар Верховноє Ради, 31;2926165
600347;"Від.№631 АКІБ ""УкрСиббанк""";"ВІД.N631 АКІБ ""УКРСИББАНК""";;м.Києв вул. Вишгородська, 38;
600358;"КИЄВ.В.""КООПІНВЕСТБАНК""";"КИЄВ.В.ТОВ КБ""КООПІНВЕСТБАНК""";;м.Києв Украєна, 04070, місто Києв, вул. Григорія Сковород;425-30-31
600369;"Від.№346 АКІБ ""УкрСиббанк""";"ВІД.N346 АКІБ ""УКРСИББАНК""";;м.Києв вул.Вишгородськога, 48 кв.3;4329756
600370;"Від.№484 АКІБ ""УкрСиббанк""";"ВІД.N484 АКІБ ""УКРСИББАНК""";;м.Києв вул.Алма-Атинська, 99/2;
600381;"Від.№615 АКІБ ""УкрСиббанк""";"ВІД.N615 АКІБ ""УКРСИББАНК""";;м.Києв вул.Солом`янська, буд.36, кв. №1, №2;793727
600392;"Від.№537 АКІБ ""УкрСиббанк""";"ВІД.N537 АКІБ ""УКРСИББАНК"", М.КИЇВ";;м.Київ вулиця Івана Кудрі, будинок 37;
600400;"Від.№347 АКІБ ""УкрСиббанк""";"ВІД.N347 АКІБ ""УКРСИББАНК""";;м.Києв вул.Північна, 6-В;5023651
600411;"Від.№536 АКІБ ""УкрСиббанк""";"ВІД.N536 АКІБ ""УКРСИББАНК"", М.КИЇВ";;м.Київ вулиця Мечникова, будинок №11;
600422;"Від.АБ""ІКАР-БАНК""ум.Києві№1";"ВІД.АБ ""ІКАР-БАНК"" У М.КИЄВІ N1";;м.Києв вул.Маршала Тимошенко,21, корпус 5;426 26 79
600433;"Від.№534 АКІБ ""УкрСиббанк""";"ВІД.N534 АКІБ ""УКРСИББАНК""";;м.Києв вул.Межигірська, 54;4257701
600444;"Від.№679 АКІБ ""УкрСиббанк""";"ВІД.N679 АКІБ ""УКРСИББАНК""";;м.Києв вулиця Велика Васильківська, будинок №67/7;
600455;"Від.Банк ""Демарк"",м.Києв";"Від.Банку ""Демарк"" в м.Києв";;м.Києв вул.Воровського, буд. 40/13-б;4927660
600466;"Від.№688 АКІБ ""УкрСиббанк""";"ВІД.N688 АКІБ ""УКРСИББАНК""";;м.Києв вулиця Ковпака, будинок №3;
600477;"Від.№595 АКІБ ""УкрСиббанк""";"ВІД.N595 АКІБ ""УКРСИББАНК""";;м.Києв вул. Героєв, Сталінграду, 49 кв. 1,2;4640684
600488;"Від.№518 АКІБ ""УкрСиббанк""";"ВІД.N518 АКІБ ""УКРСИББАНК""";;м.Києв вул.Героєв Севастополя, 20/1, кв.26;4973801
600499;"Від.№594 АКІБ ""УкрСиббанк""";"ВІД.N594 АКІБ ""УКРСИББАНК""";;м.Києв вул.Малиновського Маршала, 11;5015782
600507;"Від. №781 АКІБ ""УкрСиббанк""";"ВІД. N781 АКІБ ""УКРСИББАНК""";;м.Києв вул.Оноре де Бальзака,4;5028660
600518;"Від.№592 АКІБ ""УкрСиббанк""";"ВІД.N592 АКІБ ""УКРСИББАНК""";;м.Києв бульвар Перова,8;5407845
600529;"Від.№603 АКІБ ""УкрСиббанк""";"ВІД.N603 АКІБ ""УКРСИББАНК""";;м.Києв вул.Олени Теліги, 11;2067315
600530;"Від №535 АКІБ ""УкрСиббанк""";"ВІД.N535 АКІБ ""УКРСИББАНК""";;м.Києв проспект 40-річчя Жовтня, будинок 114;2582787
600541;"Від.№549 АКІБ ""УкрСиббанк""";"ВІД.N549 АКІБ ""УКРСИББАНК""";;м.Києв вул.Кадетський Гай,буд.3, кв.54;5692192
600552;"Від.№608 АКІБ ""УкрСиббанк""";"ВІД.N608 АКІБ ""УКРСИББАНК""";;м.Києв вул.Берлінського Максима, 4;
600563;"Від.№538 АКІБ ""УкрСиббанк""";"ВІД.N538 АКІБ ""УКРСИББАНК""";;м.Києв проспект 40-річчя Жовтня, будинок 126, корпус №1;
600574;"Від.№590 АКІБ ""УкрСиббанк""";"ВІД.N590 АКІБ ""УКРСИББАНК""";;м.Києв вул. Марини Цвєтаєвоє, 16 кв.277;5309106
600585;"Від.№345 АКІБ ""УкрСиббанк""";"ВІД.N345 АКІБ ""УКРСИББАНК""";;м.Києв вул.Чорнобильська, 21;4234069
600596;"Від.№593 АКІБ ""УкрСиббанк""";"ВІД.N593 АКІБ ""УКРСИББАНК""";;м.Києв вул. Лайоша Гавро, 14, кв. 112;4268549
600604;"Від. №839 АКІБ ""УкрСиббанк""";"ВІД. N839 АКІБ ""УКРСИББАНК""";;м.Києв вул.Мілютенка,11, кв.2;
600615;"Від.№511 АКІБ ""УкрСиббанк""";"ВІД.N511 АКІБ ""УКРСИББАНК""";;м.Києв проспект Правди, 94;4348962
600626;"Від. №836 АКІБ ""УкрСиббанк""";"ВІД. N836 АКІБ ""УКРСИББАНК""";;м.Києв вул.Попудренка, 18, кв.11;5581553
600637;"Від. №784 АКІБ ""УкрСиббанк""";"ВІД. N784 АКІБ ""УКРСИББАНК""";;м.Києв вул, Оноре де Бальзака, 54а, кв.131;5300501
600648;"Від.№630 АКІБ ""УкрСиббанк""";"ВІД.N630 АКІБ ""УКРСИББАНК""";;м.Києв бульвар Вигурівський, будинок №6;5352663
600659;"Від.№610 АКІБ ""УкрСиббанк""";"ВІД.N610 АКІБ ""УКРСИББАНК""";;м.Києв вул. Миколи Закревського, 85 кв.82;
600660;"Від.№607 АКІБ ""УкрСиббанк""";"ВІД.N607 АКІБ ""УКРСИББАНК""";;м.Києв вул.Багговутівська, 8-10;
600671;"Від.№725 АКІБ""УкрСиббанк""";"ВІД.N725 АКІБ""УКРСИББАНК"", М.КИЄВ";;м.Києв вул.Воровського,31-А;
600682;"Від.№769 АКІБ""УкрСиббанк""";"ВІД.N769 АКІБ""УКРСИББАНК""";;м.Києв вул.Горького,170-172;
600693;"Від.№678 АКІБ ""УкрСиббанк""";"ВІД.N678 АКІБ ""УКРСИББАНК""";;м.Києв вулиця Княжий Затон, будинок №4;5736764
600701;"Від. №782 АКІБ ""УкрСиббанк""";"ВІД.N782 АКІБ ""УКРСИББАНК""";;м.Києв вул.Симиренка/Зодчих,2/19;5859380
600712;"Від.№289 АКІБ""УкрСиббанк""";"ВІД. N289 АКІБ ""УКРСИББАНК""";;м.Києв вул, Тарасівська,16, кв.№28;
600723;"Від. №292 АКІБ ""УкрСиббанк""";"ВІД. N292 АКІБ ""УКРСИББАНК""";;м.Києв вул.Кіквідзе, буд.№34А, кв.№2;2948901
600734;"Від.№768 АКІБ ""УкрСиббанк""";"ВІД. N768 АКІБ ""УКРСИББАНК""";;м.Києв вул.Червоноармійська,30;5697564
600745;"Від.№602 АКІБ ""УкрСиббанк""";"ВІД.N602 АКІБ ""УКРСИББАНК""";;м.Києв вулиця Підгірна / вулиця Татарська, будинок №3/7;
600756;"Від. №840 АКІБ ""УкрСиббанк""";"ВІД. N840 АКІБ ""УКРСИББАНК""";;м.Києв вул.Закревського Миколи, 27/2, кв.182;
600767;"Від. №841 АКІБ ""УкрСиббанк""";"ВІД. N841 АКІБ ""УКРСИББАНК""";;м.Києв вул.Булаховського Академіка, 5б, пр.306;
