MFO;SNAME;NAME;IKOD;ADRESS;TELEFON
623089;"Від.№13 Кремен.ФАКБ ""СЄБ""";"ВІДД.№13 КРЕМ.ФАКБ""СЄБ""М.СВІТЛОВОДСЬК";;м.Світловодськ вул.Калініна 16, кв.54;3-07-95
623090;"ПомічВ ОФ АБ ""Експрес-Банк""";"ПОМІЧН.В.ОФ АБ""ЕКСПРЕС-БАНК""М.ПОМІЧНА";;м.Помічна вул. Перемоги 66, кв 2;340 24 36
623108;"Від.№46 АКІБ""УкрСиббанк""";"ВІДД.N46 АКІБ""УКРСИББАНК""М.КІРОВОГРАД";;м.Кіровоград м.Кіровоград, вул.Пашутіна, 3;356500
623119;"Від.№238 АКІБ ""УкрСиббанк""";"ВІД.N238 АКІБ""УКРСИББАНК""";;м.Кіровоград вул. Героєв Сталінграду, 33/32;301993
623120;"Від.№278 АКІБ ""УкрСиббанк""";"ВІДД.N278 АКІБ""УКРСИББАНК""";;м.Кіровоград вул. Тельмана, 5;342544
623131;"В№5Ф""ПридРУ""ВАТ""Б""Фі таКр""";"В№5Ф""ПРИДРУ""ВАТ""Б""ФІ ТА КР""М.СВІТЛОВОД";;м.Світловодськ вул. Леніна, 96;3-37-15
623142;"Від.№60 АКІБ ""УкрСиббанк""";"В. N60 АКІБ ""УКРСИББАНК""М.КІРОВОГРАД";;м.Олександрія м. Олександрія, пр.Леніна, 85;40193
623153;"Від.№371 АКІБ""Укрсиббанк""";"ВІД.№371 АКІБ""УКРСИББАНК""";;м.Знам`янка вул. Привокзальна, 1;32882
623164;"Від.№458 АКІБ""УкрСиббанк""";"ВІД.N458 АКІБ""УКРСИББАНК""";;м.Кіровоград вул. Леніна, 41/26;356519
623175;"Від.№390 АКІБ""Укрсиббанк""";"ВІД.№390 АКІБ""УКРСИББАНК""";;м.Кіровоград, вул. Жовтневоє Революціє, 31.;228761
623186;"Від.№18 Крем.ФАКБ""СЄБ""";"ВІД. N18 КРЕМ.ФАКБ""СЄБ"" М.ОЛЕКСАНДРІЯ";;м.м. Олександрія проспект Леніна, 62;4-03-23
623197;"Новомиргор.в.""ПРАВЕКС-БАНК""";"НОВОМ.ВАКБ""ПРАВЕКС-БАНК"",НОВОМИРГОРОД";;м.Новомиргород вул. Кірова, буд. 35;2-25-32
623205;"В№6""ПридРУ""ВАТ""Б""Фі таКр""";"В№6Ф""ПРИДРУ""ВАТ""Б""ФІ ТА К""М.ОЛЕКСАНДРІ";;м.Олександрія просп. Леніна, 63;4-15-59
623216;"Фундукл.ВАКБ ""ПРАВ""Олександ";"ФУНДУК.ВАКБ""ПРАВЕКС-БАНК,ОЛЕКСАНДРІВКА";;м.Олександрівка вул. Леніна, 65;3-24-86
623227;"В№8Ф""ПридРУ""ВАТ""Б""Фі таКр""";"В№8Ф""ПРИДРУ""ВАТ""Б""ФІ ТА К""М.КІРОВОГРАД";;м.Кіровоград вул. Островського, 2, корпус 2;36-10-38
623238;"Від.№566 АКІБ""УкрСиббанк""";"ВІД.N566 АКІБ""УКРСИББАНК""";;м.Кіровоград вул. Леніна, 21;320236
623249;"Від.№406 АКІБ""УкрСиббанк""";"ВІД.N406 АКІБ""УКРСИББАНК""";;м.Кіровоград вул. Бєляєва, 9;357659
623250;"Від.№638 АКІБ ""УкрСиббанк""";"ВІД.N638 АКІБ ""УКРСИББАНК""";;м.Кіровоград вул. Попова космонавта, 9;363211
623261;"Від.№425 АКІБ ""УкрСиббанк""";"ВІД.N425 АКІБ""УКРСИББАНК""";;м.Світловодськ вул. Леніна 98, кв.2;33093
623272;"Від.№428 АКІБ ""УкрСиббанк""";"ВІД.N428 АКІБ""УКРСИББАНК""";;м.Кіровоград вул. Червоногвардійська, 2;225482
623283;"Від.№17 Крем. ФАКБ ""СЄБ""";"В.№17 КРЕМЕН.ФАКБ ""СЄБ"" М.ОЛЕКСАНДРІЯ";;м.Олександрія проспект Леніна, 98;7-65-22
623294;"Від.№568 АКІБ ""УкрСиббанк""";"ВІД.N568 АКІБ ""УКРСИББАНК""";;м.Кіровоград вул. Космонавта Попова 15/18;365140
623302;"Від.№411 АКІБ ""УкрСиббанк""";"ВІД.N411 АКІБ""УКРСИББАНК""";;м.Світловодськ вул. Леніна 9, кв. 1;31805
623313;"Світлов.від. КФ АКБ ""Форум""";"СВІТЛ.В КФ АКБ ""ФОРУМ"" М.СВІТЛОВОДСЬК";;м.Світловодськ провулок  Нагірний, 3;3-13-56
623324;Кір.В.№1ЗАТБанк-Петрокомерц;ВІД.N1ЗАТБАНК-ПЕТРОКОМЕРЦ,М.КІРОВОГРАД;;м.Кіровоград вул. Леніна, 16/7;351603
623335;"Від.№19 Кремен. Ф.АКБ""СЄБ""";"В.№19 КРЕМЕН.Ф.АКБ""СЄБ"" М.ОЛЕКСАНДРІЯ";;м.Олександрія пр. Леніна, 7 кв. 54;7-84-18
623346;"Від. №2 ОФАБ ""Експрес-Банк""";"ДОЛ.В.№2 ОФАБ""ЕКСПРЕС-БАНК""М.ДОЛИНСЬКА";;м.Долинська вул. Нова, 56, кв.3;05234
623357;"Від.№20 Крем.ФАКБ ""СЄБ""";"В.№20 КРЕМЕН..ФАКБ ""СЄБ"" М. ВЛАСІВКА";;смт.Власівка вул. Молодіжна, 15б;5-30-65
623368;"Від.№567 АКІБ""УкрСиббанк""";"В.N567 АКІБ""УКРСИББАНК""";;м.Олександрія пр. Леніна, буд. №4;77861
623379;"Кір.Від.ВАТ""Кредитпромбанк""";"ВІД.ХФВАТ""КРЕДИТПРОМБАНК"",М.КІРОВОГРАД";;м.Кіровоград вул. Пашутінська, 69;36-63-00
623380;"Марксівс.ВАКБ""ПРАВ""Кіровогр";"МАРК.ВАКБ""ПРАВЕКС-БАНК"",М.КІРОВОГРАД";;м.Кіровоград вул. Карла Маркса, 22/5;32-35-69
623391;"КВ АКБ""Траст-капітал""";"КІРОВ.В.ЗАТ ""АКБ""ТРАСТ-КАПІТАЛ""М.КІР";;м.Кіровоград вул. Дзержинського, 24;35-20-63
623409;"КіровогрВ№1ВАТ""РОДОВІДБАНК""";"КІРОВОГР.В№1ВАТ""РОДОВІДБАНК""М.КІРОВОГР";;м.Кіровоград вулиця Маршала Конєва, 2-А;36-57-07
623410;"Від.Кіровог.№4ВАТ""Мегабанк""";"ВІДД. N4 ВАТ ""МЕГАБАНК"", М.КІРОВОГРАД";;м.Кіровоград вул. 50 років Жовтня, 23-А;356300
623421;"ЯновськеВАКБ""ПРАВЕКС""Кірово";"ЯНОВС. ВАКБ""ПРАВЕКС-БАНК"",М.КІРОВОГРАД";;м.Кіровоград вул. Героєв  Сталінграда, 3/163;37-11-30
623432;"Від. №21 Кременч. ФАКБ""СЄБ""";"ВІД.№21КРЕМЕНЧ.ФАКБ""СЄБ"",М.ОЛЕКСАНДРІЯ";;м.Олександрія вул. 6 Грудня, 141/1;3-37-10
623443;"Олександ.ВАКБ""ПРАВЕКС-БАНК""";"ОЛЕКС.ВАКБ""ПРАВЕКС-БАНК"",М.ОЛЕКСАНДРІЯ";;м.Олександрія просп. Леніна, 92,;4-14-13
623454;"Від.Кіровог.№2ВАТ""Мегабанк""";"ВІДД. N2 ВАТ ""МЕГАБАНК"", М.КІРОВОГРАД";;м.Кіровоград вул. Біляєва, 31-А;356300
623476;"Добровел.ВАКБ""ПРАВЕКС-БАНК""";"ДОБРОВ.ВАКБ""ПРАВЕКС-БАНК"",ДОБРОВЕЛИЧК.";;смт.Добровеличківка вул. Леніна, 116-а;2-12-52
623487;"Світлов. ВАКБ""ПРАВЕКС-БАНК""";"СВІТЛ.ВАКБ""ПРАВЕКС-БАНК""М.СВІТЛОВОДСЬК";;м.Світловодськ вул. Леніна, 63;2-18-65
623498;"Знам`ян. ВАКБ""ПРАВЕКС-БАНК""";"ЗНАМ`ЯН.ВАКБ""ПРАВЕКС-БАНК"",М.ЗНАМ`ЯНКА";;м.Знам`янка вул. Октябрьська, 22;2-08-34
623506;"ВідЗнам""янське ВАТ""Мегабанк";"ВІД.ЗНАМ""ЯН. ВАТ""МЕГАБАНК"",М.ЗНАМ""ЯНКА";;м.Знам`янка вул. Матросова, 27;20708
623517;"Студен.ВАКБ""ПРАВЕКС""Кіровог";"СТУДЕН.ВАКБ""ПРАВЕКС-БАНК"",М.КІРОВОГРАД";;м.Кіровоград вул. Шевченка, 1;32-31-07
623528;"Кіров. В№1 ВАТ ""Ерсте Банк""";"КІРОВОГ.В№1ВАТ""ЕРСТЕ БАНК""М.КІРОВОГРАД";;м.Кіровоград вулиця Велика Пермська, 11а, приміщення 4;37-70-00
623540;"Від.Знам""ян.№2 ВАТ""Мегабанк";"В.ЗНАМ""ЯН.N2 ВАТ""МЕГАБАНК"",М.ЗНАМ""ЯНКА";;м.Знам`янка вул. Привокзальна, 18;23416
623551;"Від.Кіровогр.ОД АКБ""ПРАВЕКС";"ВІД.ОД АКБ""ПРАВЕКС-БАНК"", М.КІРОВОГРАД";;м.Кіровоград вул. Орджонікідзе, 7;34-50-34
623562;"Преобр.ВАКБ""ПРАВЕКС""Кіровог";"ПРЕОБР.ВАКБ""ПРАВЕКС-БАНК"",М.КІРОВОГРАД";;м.Кіровоград вул. Преображенська, 2;24-03-47
623573;"Від.Кіровог.№1ВАТ""Мегабанк""";"ВІДД. N1 ВАТ""МЕГАБАНК"", М.КІРОВОГРАД";;м.Кіровоград вул. Попова, 9, к.1;301283
623584;"Кіров.в.№2""ТАС-Комерцбанк""";"КІРОВ.№2 ""ТАС-КОМЕРЦБАНК"",М.КІРОВОГРАД";;м.Кіровоград вул. Леніна, 22а;35-20-68
623595;"Долинськ ВАКБ""ПРАВЕКС-БАНК""";"ДОЛИНС. ВАКБ""ПРАВЕКС-БАНК"",М.ДОЛИНСЬКА";;м.Долинська вул. Леніна, 22;5-18-70
623603;"В№16Ф""ПридРУ""ВАТ""Б""Фі таКр""";"В№16Ф""ПРИДРУ""ВАТ""Б""ФІ ТА КР""М.КІРОВОГР";;м.Кіровоград вул. Декабристів, 14;35-15-71
623614;"В.""Кіровог.""ЗАТ""АЛЬФА-БАНК""";"В.""КІРОВ.""ЗАТ""АЛЬФА-БАНК"",М.КІРОВОГРАД";;м.Кіровоград вул. Леніна, буд. 46-а;35 62 72
623625;"Від.Кіровог.№3ВАТ""Мегабанк""";"ВІДД. N3 ВАТ ""МЕГАБАНК"", М.КІРОВОГРАД";;с.Катеринівка вул. Південна, 12;356300
623636;"В№1вм.Кіровог.ВАТ""ПершІнвБ""";"В№1ВМ.КІРО.ВАТ""ПЕРШ.ІНВ.Б""М.КІРОВОГРАД";;м.Кіровоград проспект Комуністичний, 15;22-15-74
623647;В.№1 Кіровог. Ф. ПУМБ в Дн.;ВІД.№1 ФІЛ. ПУМБ В М.ДН., М.КІРОВОГРАД;;м.Кіровоград вул. Карла Маркса, 38/33;358087
623658;"Єлисавет.ВАКБ""ПРАВЕКіровогр";"ЄЛИСАВ.ВАКБ""ПРАВЕКС-БАНК"",М.КІРОВОГРАД";;м.Кіровоград вул. Декабристів, 7/17 (вул.Леніна, 17/7);35-20-01
623669;"Від.№ 999 АКІБ ""УкрСиббанк""";"Від.№ 999 АКІБ ""УкрСиббанк""";;м.м. Кіровоград м. Кіровоград, вул.Орджонікідзе, буд.7;242317
623670;"Від.№23 Кременчуц.ФАКБ""СЕБ""";"В.№23 КРЕМЕНЧ.ФАКБ ""СЕБ"",М.ОЛЕКСАНДРІЯ";;м.Олександрія просп. Леніна, 109;3-60-09
623681;"Від.№24 Кременчуц.ФАКБ""СЕБ""";"В.№24 КРЕМЕНЧ.ФАКБ ""СЕБ"",М.ОЛЕКСАНДРІЯ";;м.Олександрія вул. Героєв Сталінінграду, буд.№33;6-00-20
623692;"Кіровогр.ЦРВ ВАТ ""МЕГАБАНК""";"КІРОВОГ.ЦРВ ВАТ""МЕГАБАНК"",М.КІРОВОГРАД";;м.Кіровоград пл. Дружби народів, 3;35-63-02
623700;"Олександр.в.""ТАС-Комерцбанк";"В.АКБ ""ТАС-КОМЕРЦБАНК""М.ОЛЕКСАНДРІЯ";;м.Олександрія проспект Леніна, 70 а;4-31-53
623711;"В. № 27 АБ ""Таврика""";"В.№27 АБ ""ТАВРИКА""М.КІРОВОГРАД";;м.Кіровоград вул. 50 років Жовтня, 20;33-02-48
623722;"В№12Ф""ПридРУ""ВАТ""Б""Фі таКр""";"В№12Ф""ПРИДРУ""ВАТ""Б""ФІ ТА КР""М.КІРОВОГР";;м.Кіровоград вул. Карла  Маркса, 16/9;35-15-33
623733;"Кіров.в.ЧФАБ""БРОКБІЗНЕСБАНК";"КІРОВ.В.ЧФАБ""БРОКБІЗНЕСБ""М.КІРОВОГРАД";;м.м.Кіровоград вул.Генерала Родимцева, 123;36-15-59
623744;"Кіров.в.№3""ТАС-Комерцбанк""";"КІРВ.В.№3 ""ТАС-КОМЕРЦБАНК""М.КІРОВОГРАД";;м.Кіровоград вул. 50 років Жовтня, 1а;35-15-45
623755;"В""Кіров.РУ""ВАТ""РОДОВІДБАНК""";"В""КІР.РУ""ВАТ""РОДОВІД БАНК""М.КІРОВОГРАД";;м.Кіровоград вулиця Декабристів, 4;35-11-33
623766;"В""КІРОВОГР.Р.Д.""ТОВ КБ""СКБ""";"ВІД.""КІРОВОГРАДСЬКА Р.Д."" ТОВ КБ ""СКБ""";;м.Кіровоград вул. 50 років Жовтня, 23/34;30-10-96
623777;"Від.№25Кремен. ФАКБ""СЄБ""";"ВІД.№25 КРЕМЕНЧ.ФАКБ""СЄБ""М.ОЛЕКСАНДРІЯ";;м.Олександрія вул. Червоного Козацтва, буд. 47;4-27-11
623788;"В№20Ф""ПридРУ""ВАТ""Б""Фі таКр""";"В№20Ф""ПРИДРУ""ВАТ""Б""ФІН ТА КР""М.КІРОВОГ";;м.Кіровоград вул. Шевченка, буд. 53/31;35-15-42
623799;"В№19Ф""ПридРУ""ВАТ""Б""Фі таКр""";"В№19Ф""ПРИДРУ""ВАТ""Б""ФІН ТА КР""М.СВІТЛОВ";;м.Світловодськ вул. Леніна, буд.30;7-22-51
623807;В.№27Кремен.ф.СЄБСвітловодс;"В.№27КРЕМЕНЧУЦЬКФ.АКБ""СЄБ""СВІТЛОВОДСЬК";;м.Світловодськ вул.Комсомольська, 5;3-07-77
623818;"Олекс.від.Кір.ОФ АКБ ""УСБ""";"ОЛЕКСАНДР.ВІД.КІР.ОФ АКБ ""УСБ""М.ОЛЕКС";;м.Олександрія проспект  Леніна, 88;4-29-55
623829;"Інгул.від.Кір.ОФ АКБ ""УСБ""";"ІНГУЛЬСЬК. ВІД.КІР.ОФ АКБ ""УСБ""М.КІРОВ";;м.Кіровоград вул. Преображенська, 2;35-70-09
623830;"від.№426 Кір.ОФ АКБ ""УСБ""";"ВІД.№426 КІР.ОФ АКБ ""УСБ""М.ОЛЕКСАНДР.";;м.Олександрія проспект Будівельників, 38.;4-27-17, 6-92-89
623852;"Кіровогр.в.""ТАС-Комерцбанк""";"КІРОВОГ.В.""ТАС-КОМЕРЦБАНК""М.КІРОВОГРАД";;м.Кіровоград вул.Преображенська, 17/65;22-88-01
623863;"Від.№26 Кременчуц.ФАКБ""СЄБ""";"В.№26 КРЕМЕНЧ.ФАКБ""СЄБ"",М.СВІТЛОВОДСЬК";;м.Світловодськ вул. Ілліча, 1;3-17-94
623874;"РВЗАТ""ОТП Банк""м.Кіровогр.";"РЕГ В ЗАТ ""ОТП БАНК"" В М. КІРОВОГРАД";;м.Кіровоград вулиця Декабристів, 6;35 66 81
623885;"КІРОВ.ВІД.№1АБ""УКРКОМУНБАН";"КІРОВОГРАД. ВІД. № 1 АБ ""УКРКОМУНБАНК""";;м.Кіровоград вул. Дзержинського, буд. 62;22-78-83
623896;Кіров.В.№ 36 УніКредит Банк;Кіровоградське В.№ 36 УніКредит Банку;;м.Кіровоград вул.Леніна, 35\29;5080050
623915;"КІРОВОГР.ВІД.ТОВ""КБ""ДЕЛЬТА""";"КІРОВОГР.В.ТОВ""КОМБ""ДЕЛЬТА""М.КІРОВОГРА";;м.Кіровоград вул. Набережна, 9;35-11-89
623926;"Олеск.в.2О.ф.АБ""Е-Б""";"ОЛЕКС.В2ОД.Ф.АБ""Е-Б""М.ОДЕСА";;м.Олександрія вул. Діброви, 87;41730
623937;"Олександр.В№1ВАТ""РОДОВІДБАН";"ОЛЕК.В№1ВАТ""РОДОВІД БАНК""М.ОЛЕКСАНДРІЯ";;м.Олександрія вулиця Червоного козацтва, 53;9-04-04
623948;"ВідБанк ""Демарк"",Кіровоград";"ВІД.БАНКУ ""ДЕМАРК"",М.КІРОВОГРАД";;м.Кіровоград вул.Жовтневоє революціє,буд.24;226540
624000;"В№7ДФВАТ""Кредитпромб""м.Сімф";"В№7Дон.ФВАТ""Кредитпромб""м.Сімф";;м.Сімферопль пр.Кірова, 27;27-33-86
624011;"Б.в.""КРИМСЬКЕ""ф. Ілл. вПІБ";"Ф.""ІЛЛІЧ.ГОЛ.В.ПІБ В М.МАРІУП.ДОН.ОБЛ""";;с.Петрівка Суспільний центр квартал, буд.6;23136
